date,fiscal_year,product_code,customer_code,sold_quantity,forecast_quantity
2017-09-01,2018,A1618150101,90022075,1,1
2017-09-01,2018,A1618150101,90022078,1,2
2017-09-01,2018,A1618150101,90022079,1,1
2017-09-01,2018,A1618150101,90022081,2,2
2017-09-01,2018,A1618150101,90022082,1,1
2017-09-01,2018,A1618150101,90022083,1,1
2017-09-01,2018,A1618150101,90027207,1,1
2017-09-01,2018,A1618150102,70002017,2,1
2017-09-01,2018,A1618150102,70002018,2,7
2017-09-01,2018,A1618150102,70003181,1,1
2017-09-01,2018,A1618150102,70003182,1,2
2017-09-01,2018,A1618150102,70006157,1,1
2017-09-01,2018,A1618150102,70007198,2,2
2017-09-01,2018,A1618150102,70007199,2,2
2017-09-01,2018,A1618150102,80006154,2,3
2017-09-01,2018,A1618150102,80006155,2,3
2017-09-01,2018,A1618150102,80007195,12,6
2017-09-01,2018,A1618150102,90002001,3,6
2017-09-01,2018,A1618150102,90002002,3,2
2017-09-01,2018,A1618150102,90002003,5,3
2017-09-01,2018,A1618150102,90002005,1,6
2017-09-01,2018,A1618150102,90002006,1,5
2017-09-01,2018,A1618150102,90002007,1,10
2017-09-01,2018,A1618150102,90002009,4,9
2017-09-01,2018,A1618150102,90002010,2,9
2017-09-01,2018,A1618150102,90002011,1,9
2017-09-01,2018,A1618150102,90002013,3,6
2017-09-01,2018,A1618150102,90002014,3,8
2017-09-01,2018,A1618150102,90002015,4,4
2017-09-01,2018,A1618150102,90003179,1,1
2017-09-01,2018,A1618150102,90007197,3,2
2017-09-01,2018,A1618150102,90008165,1,3
2017-09-01,2018,A1618150102,90008166,1,1
2017-09-01,2018,A1618150102,90008167,1,2
2017-09-01,2018,A1618150102,90011185,1,1
2017-09-01,2018,A1618150102,90011186,1,1
2017-09-01,2018,A1618150102,90011191,1,1
2017-09-01,2018,A1618150102,90022071,1,1
2017-09-01,2018,A1618150102,90022073,1,1
2017-09-01,2018,A1618150102,90022074,1,1
2017-09-01,2018,A1618150102,90022075,2,1
2017-09-01,2018,A1618150102,90022077,1,1
2017-09-01,2018,A1618150102,90022078,1,2
2017-09-01,2018,A1618150102,90022079,2,1
2017-09-01,2018,A1618150102,90022081,1,2
2017-09-01,2018,A1618150102,90022082,2,1
2017-09-01,2018,A1618150103,70002017,1,7
2017-09-01,2018,A1618150103,70002018,4,6
2017-09-01,2018,A1618150103,70003182,1,1
2017-09-01,2018,A1618150103,70006158,1,1
2017-09-01,2018,A1618150103,70007198,1,2
2017-09-01,2018,A1618150103,70007199,3,3
2017-09-01,2018,A1618150103,70011193,1,1
2017-09-01,2018,A1618150103,70011194,1,1
2017-09-01,2018,A1618150103,70022085,2,2
2017-09-01,2018,A1618150103,80001019,1,1
2017-09-01,2018,A1618150103,80006154,1,2
2017-09-01,2018,A1618150103,80007195,6,4
2017-09-01,2018,A1618150103,90002001,1,5
2017-09-01,2018,A1618150103,90002002,1,5
2017-09-01,2018,A1618150103,90002003,4,7
2017-09-01,2018,A1618150103,90002005,3,2
2017-09-01,2018,A1618150103,90002006,3,3
2017-09-01,2018,A1618150103,90002007,3,9
2017-09-01,2018,A1618150103,90002009,3,5
2017-09-01,2018,A1618150103,90002010,4,8
2017-09-01,2018,A1618150103,90002011,1,2
2017-09-01,2018,A1618150103,90002013,5,1
2017-09-01,2018,A1618150103,90002014,3,7
2017-09-01,2018,A1618150103,90002015,5,7
2017-09-01,2018,A1618150103,90003179,2,1
2017-09-01,2018,A1618150103,90006153,1,1
2017-09-01,2018,A1618150103,90008165,1,2
2017-09-01,2018,A1618150103,90008166,1,2
2017-09-01,2018,A1618150103,90008167,1,2
2017-09-01,2018,A1618150103,90011185,1,1
2017-09-01,2018,A1618150103,90011189,1,1
2017-09-01,2018,A1618150103,90011191,1,1
2017-09-01,2018,A1618150103,90022071,2,1
2017-09-01,2018,A1618150103,90022073,1,1
2017-09-01,2018,A1618150103,90022074,1,2
2017-09-01,2018,A1618150103,90022075,1,1
2017-09-01,2018,A1618150103,90022077,1,1
2017-09-01,2018,A1618150103,90022078,1,1
2017-09-01,2018,A1618150103,90022081,4,2
2017-09-01,2018,A1618150103,90022082,1,2
2017-09-01,2018,A1618150103,90022083,1,1
2017-09-01,2018,A1618150104,70002017,1,4
2017-09-01,2018,A1618150104,70002018,3,2
2017-09-01,2018,A1618150104,70007198,2,2
2017-09-01,2018,A1618150104,70007199,1,1
2017-09-01,2018,A1618150104,70008169,1,1
2017-09-01,2018,A1618150104,70011193,1,1
2017-09-01,2018,A1618150104,70011194,1,1
2017-09-01,2018,A1618150104,80006154,2,2
2017-09-01,2018,A1618150104,80006155,2,1
2017-09-01,2018,A1618150104,80007195,5,2
2017-09-01,2018,A1618150104,90002001,1,8
2017-09-01,2018,A1618150104,90002002,2,5
2017-09-01,2018,A1618150104,90002003,4,9
2017-09-01,2018,A1618150104,90002005,1,2
2017-09-01,2018,A1618150104,90002006,2,1
2017-09-01,2018,A1618150104,90002007,1,8
2017-09-01,2018,A1618150104,90002009,1,5
2017-09-01,2018,A1618150104,90002010,5,8
2017-09-01,2018,A1618150104,90002011,1,6
2017-09-01,2018,A1618150104,90002013,3,4
2017-09-01,2018,A1618150104,90002014,2,7
2017-09-01,2018,A1618150104,90002015,5,4
2017-09-01,2018,A1618150104,90008165,1,1
2017-09-01,2018,A1618150104,90008167,1,1
2017-09-01,2018,A1618150104,90011186,1,1
2017-09-01,2018,A1618150104,90011190,1,1
2017-09-01,2018,A1618150104,90022071,2,1
2017-09-01,2018,A1618150104,90022074,1,1
2017-09-01,2018,A1618150104,90022075,2,1
2017-09-01,2018,A1618150104,90022078,2,1
2017-09-01,2018,A1618150104,90022081,1,1
2017-09-01,2018,A1618150104,90022082,1,1
2017-09-01,2018,A1618150104,90022083,1,1
2017-09-01,2018,A1718150201,70002017,5,8
2017-09-01,2018,A1718150201,70002018,1,4
2017-09-01,2018,A1718150201,70003181,1,1
2017-09-01,2018,A1718150201,70003182,1,1
2017-09-01,2018,A1718150201,70007198,2,1
2017-09-01,2018,A1718150201,70007199,3,1
2017-09-01,2018,A1718150201,70008169,1,2
2017-09-01,2018,A1718150201,70008170,1,2
2017-09-01,2018,A1718150201,70011193,1,1
2017-09-01,2018,A1718150201,80001019,1,1
2017-09-01,2018,A1718150201,80006154,2,2
2017-09-01,2018,A1718150201,80006155,1,1
2017-09-01,2018,A1718150201,80007195,3,7
2017-09-01,2018,A1718150201,90002001,3,4
2017-09-01,2018,A1718150201,90002002,5,3
2017-09-01,2018,A1718150201,90002003,2,8
2017-09-01,2018,A1718150201,90002005,1,7
2017-09-01,2018,A1718150201,90002006,3,3
2017-09-01,2018,A1718150201,90002007,4,4
2017-09-01,2018,A1718150201,90002009,3,6
2017-09-01,2018,A1718150201,90002010,4,5
2017-09-01,2018,A1718150201,90002011,2,6
2017-09-01,2018,A1718150201,90002013,4,5
2017-09-01,2018,A1718150201,90002014,4,1
2017-09-01,2018,A1718150201,90002015,3,10
2017-09-01,2018,A1718150201,90007197,3,1
2017-09-01,2018,A1718150201,90008165,1,2
2017-09-01,2018,A1718150201,90008166,1,2
2017-09-01,2018,A1718150201,90008167,1,2
2017-09-01,2018,A1718150201,90011191,1,1
2017-09-01,2018,A1718150201,90022071,1,1
2017-09-01,2018,A1718150201,90022074,2,2
2017-09-01,2018,A1718150201,90022075,1,1
2017-09-01,2018,A1718150201,90022077,1,2
2017-09-01,2018,A1718150201,90022078,1,2
2017-09-01,2018,A1718150201,90022079,1,2
2017-09-01,2018,A1718150201,90022081,1,1
2017-09-01,2018,A1718150201,90022082,1,2
2017-09-01,2018,A1718150201,90022083,1,1
2017-09-01,2018,A2118150101,70002017,281,161
2017-09-01,2018,A2118150101,70002018,572,863
2017-09-01,2018,A2118150101,70003181,141,98
2017-09-01,2018,A2118150101,70003182,28,94
2017-09-01,2018,A2118150101,70006157,10,26
2017-09-01,2018,A2118150101,70006158,11,33
2017-09-01,2018,A2118150101,70007198,259,95
2017-09-01,2018,A2118150101,70007199,356,142
2017-09-01,2018,A2118150101,70008169,154,308
2017-09-01,2018,A2118150101,70008170,167,60
2017-09-01,2018,A2118150101,70011193,85,44
2017-09-01,2018,A2118150101,70011194,48,16
2017-09-01,2018,A2118150101,70013125,24,9
2017-09-01,2018,A2118150101,70013126,12,3
2017-09-01,2018,A2118150101,70016177,4,2
2017-09-01,2018,A2118150101,70016178,7,4
2017-09-01,2018,A2118150101,70022085,141,226
2017-09-01,2018,A2118150101,70023031,17,43
2017-09-01,2018,A2118150101,80001019,75,174
2017-09-01,2018,A2118150101,80006154,262,290
2017-09-01,2018,A2118150101,80006155,128,59
2017-09-01,2018,A2118150101,80007195,389,468
2017-09-01,2018,A2118150101,90001021,10,47
2017-09-01,2018,A2118150101,90002001,121,876
2017-09-01,2018,A2118150101,90002002,408,593
2017-09-01,2018,A2118150101,90002003,147,894
2017-09-01,2018,A2118150101,90002005,223,370
2017-09-01,2018,A2118150101,90002006,180,513
2017-09-01,2018,A2118150101,90002007,210,385
2017-09-01,2018,A2118150101,90002009,736,1042
2017-09-01,2018,A2118150101,90002010,518,158
2017-09-01,2018,A2118150101,90002011,508,319
2017-09-01,2018,A2118150101,90002013,592,214
2017-09-01,2018,A2118150101,90002014,125,931
2017-09-01,2018,A2118150101,90002015,275,608
2017-09-01,2018,A2118150101,90003179,119,56
2017-09-01,2018,A2118150101,90006153,40,12
2017-09-01,2018,A2118150101,90007197,298,55
2017-09-01,2018,A2118150101,90008165,150,182
2017-09-01,2018,A2118150101,90008166,38,29
2017-09-01,2018,A2118150101,90008167,141,171
2017-09-01,2018,A2118150101,90011185,30,43
2017-09-01,2018,A2118150101,90011186,73,15
2017-09-01,2018,A2118150101,90011187,101,90
2017-09-01,2018,A2118150101,90011189,97,23
2017-09-01,2018,A2118150101,90011190,46,32
2017-09-01,2018,A2118150101,90011191,71,14
2017-09-01,2018,A2118150101,90013117,25,12
2017-09-01,2018,A2118150101,90013118,17,22
2017-09-01,2018,A2118150101,90013119,23,23
2017-09-01,2018,A2118150101,90013121,12,13
2017-09-01,2018,A2118150101,90013122,11,21
2017-09-01,2018,A2118150101,90013123,24,15
2017-09-01,2018,A2118150101,90016171,7,6
2017-09-01,2018,A2118150101,90016173,7,2
2017-09-01,2018,A2118150101,90016174,3,7
2017-09-01,2018,A2118150101,90016175,9,7
2017-09-01,2018,A2118150101,90022071,197,139
2017-09-01,2018,A2118150101,90022073,145,39
2017-09-01,2018,A2118150101,90022074,228,231
2017-09-01,2018,A2118150101,90022075,153,178
2017-09-01,2018,A2118150101,90022077,200,49
2017-09-01,2018,A2118150101,90022078,211,195
2017-09-01,2018,A2118150101,90022079,155,114
2017-09-01,2018,A2118150101,90022081,56,293
2017-09-01,2018,A2118150101,90022082,53,57
2017-09-01,2018,A2118150101,90022083,38,130
2017-09-01,2018,A2118150101,90023022,33,35
2017-09-01,2018,A2118150101,90023023,59,60
2017-09-01,2018,A2118150101,90023025,24,21
2017-09-01,2018,A2118150101,90023026,35,14
2017-09-01,2018,A2118150101,90023027,23,6
2017-09-01,2018,A2118150101,90023029,19,39
2017-09-01,2018,A2118150101,90023030,32,34
2017-09-01,2018,A2118150101,90027207,63,92
2017-09-01,2018,A2118150102,70002017,431,471
2017-09-01,2018,A2118150102,70002018,233,404
2017-09-01,2018,A2118150102,70003181,68,54
2017-09-01,2018,A2118150102,70003182,29,26
2017-09-01,2018,A2118150102,70006157,21,74
2017-09-01,2018,A2118150102,70006158,56,59
2017-09-01,2018,A2118150102,70007198,234,143
2017-09-01,2018,A2118150102,70007199,261,147
2017-09-01,2018,A2118150102,70008169,34,171
2017-09-01,2018,A2118150102,70008170,51,72
2017-09-01,2018,A2118150102,70011193,47,97
2017-09-01,2018,A2118150102,70011194,24,22
2017-09-01,2018,A2118150102,70013125,20,21
2017-09-01,2018,A2118150102,70013126,6,7
2017-09-01,2018,A2118150102,70016177,4,5
2017-09-01,2018,A2118150102,70016178,6,6
2017-09-01,2018,A2118150102,70022085,125,120
2017-09-01,2018,A2118150102,70023031,29,17
2017-09-01,2018,A2118150102,80001019,113,82
2017-09-01,2018,A2118150102,80006154,164,264
2017-09-01,2018,A2118150102,80006155,313,308
2017-09-01,2018,A2118150102,80007195,609,777
2017-09-01,2018,A2118150102,90001021,20,38
2017-09-01,2018,A2118150102,90002001,72,1168
2017-09-01,2018,A2118150102,90002002,274,571
2017-09-01,2018,A2118150102,90002003,192,855
2017-09-01,2018,A2118150102,90002005,450,759
2017-09-01,2018,A2118150102,90002006,113,148
2017-09-01,2018,A2118150102,90002007,577,297
2017-09-01,2018,A2118150102,90002009,743,946
2017-09-01,2018,A2118150102,90002010,334,846
2017-09-01,2018,A2118150102,90002011,153,199
2017-09-01,2018,A2118150102,90002013,473,339
2017-09-01,2018,A2118150102,90002014,546,461
2017-09-01,2018,A2118150102,90002015,413,390
2017-09-01,2018,A2118150102,90003179,33,111
2017-09-01,2018,A2118150102,90006153,14,69
2017-09-01,2018,A2118150102,90007197,263,242
2017-09-01,2018,A2118150102,90008165,147,105
2017-09-01,2018,A2118150102,90008166,74,233
2017-09-01,2018,A2118150102,90008167,27,150
2017-09-01,2018,A2118150102,90011185,46,57
2017-09-01,2018,A2118150102,90011186,50,62
2017-09-01,2018,A2118150102,90011187,94,43
2017-09-01,2018,A2118150102,90011189,19,27
2017-09-01,2018,A2118150102,90011190,17,94
2017-09-01,2018,A2118150102,90011191,86,60
2017-09-01,2018,A2118150102,90013117,21,18
2017-09-01,2018,A2118150102,90013118,7,4
2017-09-01,2018,A2118150102,90013119,4,11
2017-09-01,2018,A2118150102,90013121,7,20
2017-09-01,2018,A2118150102,90013122,17,19
2017-09-01,2018,A2118150102,90013123,15,22
2017-09-01,2018,A2118150102,90016171,10,6
2017-09-01,2018,A2118150102,90016173,8,12
2017-09-01,2018,A2118150102,90016174,8,1
2017-09-01,2018,A2118150102,90016175,5,3
2017-09-01,2018,A2118150102,90022071,188,145
2017-09-01,2018,A2118150102,90022073,244,79
2017-09-01,2018,A2118150102,90022074,243,33
2017-09-01,2018,A2118150102,90022075,180,139
2017-09-01,2018,A2118150102,90022077,163,58
2017-09-01,2018,A2118150102,90022078,73,188
2017-09-01,2018,A2118150102,90022079,241,228
2017-09-01,2018,A2118150102,90022081,211,279
2017-09-01,2018,A2118150102,90022082,192,180
2017-09-01,2018,A2118150102,90022083,216,25
2017-09-01,2018,A2118150102,90023022,33,30
2017-09-01,2018,A2118150102,90023023,17,10
2017-09-01,2018,A2118150102,90023025,40,13
2017-09-01,2018,A2118150102,90023026,37,46
2017-09-01,2018,A2118150102,90023027,13,46
2017-09-01,2018,A2118150102,90023029,24,51
2017-09-01,2018,A2118150102,90023030,39,20
2017-09-01,2018,A2118150102,90027207,75,66
2017-09-01,2018,A2118150103,70002017,197,758
2017-09-01,2018,A2118150103,70002018,251,124
2017-09-01,2018,A2118150103,70003181,67,59
2017-09-01,2018,A2118150103,70003182,178,126
2017-09-01,2018,A2118150103,70006157,19,77
2017-09-01,2018,A2118150103,70006158,28,43
2017-09-01,2018,A2118150103,70007198,213,258
2017-09-01,2018,A2118150103,70007199,128,149
2017-09-01,2018,A2118150103,70008169,66,61
2017-09-01,2018,A2118150103,70008170,42,165
2017-09-01,2018,A2118150103,70011193,25,18
2017-09-01,2018,A2118150103,70011194,37,30
2017-09-01,2018,A2118150103,70013125,26,13
2017-09-01,2018,A2118150103,70013126,19,5
2017-09-01,2018,A2118150103,70016177,9,4
2017-09-01,2018,A2118150103,70016178,7,3
2017-09-01,2018,A2118150103,70022085,269,35
2017-09-01,2018,A2118150103,70023031,35,40
2017-09-01,2018,A2118150103,80001019,76,146
2017-09-01,2018,A2118150103,80006154,115,295
2017-09-01,2018,A2118150103,80006155,66,104
2017-09-01,2018,A2118150103,80007195,685,295
2017-09-01,2018,A2118150103,90001021,20,5
2017-09-01,2018,A2118150103,90002001,490,87
2017-09-01,2018,A2118150103,90002002,490,246
2017-09-01,2018,A2118150103,90002003,559,499
2017-09-01,2018,A2118150103,90002005,311,158
2017-09-01,2018,A2118150103,90002006,559,991
2017-09-01,2018,A2118150103,90002007,592,1015
2017-09-01,2018,A2118150103,90002009,425,1002
2017-09-01,2018,A2118150103,90002010,268,139
2017-09-01,2018,A2118150103,90002011,444,935
2017-09-01,2018,A2118150103,90002013,466,752
2017-09-01,2018,A2118150103,90002014,234,492
2017-09-01,2018,A2118150103,90002015,287,242
2017-09-01,2018,A2118150103,90003179,169,159
2017-09-01,2018,A2118150103,90006153,58,83
2017-09-01,2018,A2118150103,90007197,156,231
2017-09-01,2018,A2118150103,90008165,102,55
2017-09-01,2018,A2118150103,90008166,114,228
2017-09-01,2018,A2118150103,90008167,42,39
2017-09-01,2018,A2118150103,90011185,109,78
2017-09-01,2018,A2118150103,90011186,22,19
2017-09-01,2018,A2118150103,90011187,15,62
2017-09-01,2018,A2118150103,90011189,28,71
2017-09-01,2018,A2118150103,90011190,48,100
2017-09-01,2018,A2118150103,90011191,41,71
2017-09-01,2018,A2118150103,90013117,3,13
2017-09-01,2018,A2118150103,90013118,21,7
2017-09-01,2018,A2118150103,90013119,23,3
2017-09-01,2018,A2118150103,90013121,22,13
2017-09-01,2018,A2118150103,90013122,19,15
2017-09-01,2018,A2118150103,90013123,3,8
2017-09-01,2018,A2118150103,90016171,8,7
2017-09-01,2018,A2118150103,90016173,3,4
2017-09-01,2018,A2118150103,90016174,6,6
2017-09-01,2018,A2118150103,90016175,8,8
2017-09-01,2018,A2118150103,90022071,237,198
2017-09-01,2018,A2118150103,90022073,234,106
2017-09-01,2018,A2118150103,90022074,157,94
2017-09-01,2018,A2118150103,90022075,271,82
2017-09-01,2018,A2118150103,90022077,294,105
2017-09-01,2018,A2118150103,90022078,93,87
2017-09-01,2018,A2118150103,90022079,83,220
2017-09-01,2018,A2118150103,90022081,377,144
2017-09-01,2018,A2118150103,90022082,198,168
2017-09-01,2018,A2118150103,90022083,290,165
2017-09-01,2018,A2118150103,90023022,4,22
2017-09-01,2018,A2118150103,90023023,18,48
2017-09-01,2018,A2118150103,90023025,9,40
2017-09-01,2018,A2118150103,90023026,40,35
2017-09-01,2018,A2118150103,90023027,19,27
2017-09-01,2018,A2118150103,90023029,9,16
2017-09-01,2018,A2118150103,90023030,39,6
2017-09-01,2018,A2118150103,90027207,84,56
2017-09-01,2018,A2118150104,70002017,468,885
2017-09-01,2018,A2118150104,70002018,130,356
2017-09-01,2018,A2118150104,70003181,19,21
2017-09-01,2018,A2118150104,70003182,175,28
2017-09-01,2018,A2118150104,70006157,22,37
2017-09-01,2018,A2118150104,70006158,76,38
2017-09-01,2018,A2118150104,70007198,286,218
2017-09-01,2018,A2118150104,70007199,222,140
2017-09-01,2018,A2118150104,70008169,167,116
2017-09-01,2018,A2118150104,70008170,153,147
2017-09-01,2018,A2118150104,70011193,107,39
2017-09-01,2018,A2118150104,70011194,99,23
2017-09-01,2018,A2118150104,70013125,10,13
2017-09-01,2018,A2118150104,70013126,24,6
2017-09-01,2018,A2118150104,70016177,9,10
2017-09-01,2018,A2118150104,70016178,2,4
2017-09-01,2018,A2118150104,70022085,230,99
2017-09-01,2018,A2118150104,70023031,26,8
2017-09-01,2018,A2118150104,80001019,100,35
2017-09-01,2018,A2118150104,80006154,264,148
2017-09-01,2018,A2118150104,80006155,240,152
2017-09-01,2018,A2118150104,80007195,1306,913
2017-09-01,2018,A2118150104,90001021,28,6
2017-09-01,2018,A2118150104,90002001,563,315
2017-09-01,2018,A2118150104,90002002,204,304
2017-09-01,2018,A2118150104,90002003,100,785
2017-09-01,2018,A2118150104,90002005,154,518
2017-09-01,2018,A2118150104,90002006,279,892
2017-09-01,2018,A2118150104,90002007,227,778
2017-09-01,2018,A2118150104,90002009,441,969
2017-09-01,2018,A2118150104,90002010,156,726
2017-09-01,2018,A2118150104,90002011,182,187
2017-09-01,2018,A2118150104,90002013,516,194
2017-09-01,2018,A2118150104,90002014,473,283
2017-09-01,2018,A2118150104,90002015,486,179
2017-09-01,2018,A2118150104,90003179,24,29
2017-09-01,2018,A2118150104,90006153,39,76
2017-09-01,2018,A2118150104,90007197,280,203
2017-09-01,2018,A2118150104,90008165,66,81
2017-09-01,2018,A2118150104,90008166,93,184
2017-09-01,2018,A2118150104,90008167,53,122
2017-09-01,2018,A2118150104,90011185,92,61
2017-09-01,2018,A2118150104,90011186,11,57
2017-09-01,2018,A2118150104,90011187,73,18
2017-09-01,2018,A2118150104,90011189,33,62
2017-09-01,2018,A2118150104,90011190,91,67
2017-09-01,2018,A2118150104,90011191,98,79
2017-09-01,2018,A2118150104,90013117,16,15
2017-09-01,2018,A2118150104,90013118,21,8
2017-09-01,2018,A2118150104,90013119,6,17
2017-09-01,2018,A2118150104,90013121,21,28
2017-09-01,2018,A2118150104,90013122,22,7
2017-09-01,2018,A2118150104,90013123,4,14
2017-09-01,2018,A2118150104,90016171,11,5
2017-09-01,2018,A2118150104,90016173,9,5
2017-09-01,2018,A2118150104,90016174,4,5
2017-09-01,2018,A2118150104,90016175,5,4
2017-09-01,2018,A2118150104,90022071,85,165
2017-09-01,2018,A2118150104,90022073,189,109
2017-09-01,2018,A2118150104,90022074,304,193
2017-09-01,2018,A2118150104,90022075,34,116
2017-09-01,2018,A2118150104,90022077,120,113
2017-09-01,2018,A2118150104,90022078,209,61
2017-09-01,2018,A2118150104,90022079,294,174
2017-09-01,2018,A2118150104,90022081,330,359
2017-09-01,2018,A2118150104,90022082,110,215
2017-09-01,2018,A2118150104,90022083,54,150
2017-09-01,2018,A2118150104,90023022,14,29
2017-09-01,2018,A2118150104,90023023,64,15
2017-09-01,2018,A2118150104,90023025,33,20
2017-09-01,2018,A2118150104,90023026,27,32
2017-09-01,2018,A2118150104,90023027,22,40
2017-09-01,2018,A2118150104,90023029,33,13
2017-09-01,2018,A2118150104,90023030,38,21
2017-09-01,2018,A2118150104,90027207,49,26
2017-09-01,2018,A2118150105,70002017,546,788
2017-09-01,2018,A2118150105,70002018,119,979
2017-09-01,2018,A2118150105,70003181,74,20
2017-09-01,2018,A2118150105,70003182,151,165
2017-09-01,2018,A2118150105,70006157,52,96
2017-09-01,2018,A2118150105,70006158,35,41
2017-09-01,2018,A2118150105,70007198,284,94
2017-09-01,2018,A2118150105,70007199,241,233
2017-09-01,2018,A2118150105,70008169,39,155
2017-09-01,2018,A2118150105,70008170,159,74
2017-09-01,2018,A2118150105,70011193,55,59
2017-09-01,2018,A2118150105,70011194,39,69
2017-09-01,2018,A2118150105,70013125,5,14
2017-09-01,2018,A2118150105,70013126,12,10
2017-09-01,2018,A2118150105,70016177,3,9
2017-09-01,2018,A2118150105,70016178,6,4
2017-09-01,2018,A2118150105,70022085,49,104
2017-09-01,2018,A2118150105,70023031,36,24
2017-09-01,2018,A2118150105,80001019,43,67
2017-09-01,2018,A2118150105,80006154,101,31
2017-09-01,2018,A2118150105,80006155,316,81
2017-09-01,2018,A2118150105,80007195,332,751
2017-09-01,2018,A2118150105,90001021,21,21
2017-09-01,2018,A2118150105,90002001,362,147
2017-09-01,2018,A2118150105,90002002,532,820
2017-09-01,2018,A2118150105,90002003,146,833
2017-09-01,2018,A2118150105,90002005,309,143
2017-09-01,2018,A2118150105,90002006,64,221
2017-09-01,2018,A2118150105,90002007,331,462
2017-09-01,2018,A2118150105,90002009,226,310
2017-09-01,2018,A2118150105,90002010,153,893
2017-09-01,2018,A2118150105,90002011,458,535
2017-09-01,2018,A2118150105,90002013,592,272
2017-09-01,2018,A2118150105,90002014,458,338
2017-09-01,2018,A2118150105,90002015,247,615
2017-09-01,2018,A2118150105,90003179,95,139
2017-09-01,2018,A2118150105,90006153,13,64
2017-09-01,2018,A2118150105,90007197,360,63
2017-09-01,2018,A2118150105,90008165,71,64
2017-09-01,2018,A2118150105,90008166,20,173
2017-09-01,2018,A2118150105,90008167,94,175
2017-09-01,2018,A2118150105,90011185,11,16
2017-09-01,2018,A2118150105,90011186,17,26
2017-09-01,2018,A2118150105,90011187,21,93
2017-09-01,2018,A2118150105,90011189,74,101
2017-09-01,2018,A2118150105,90011190,83,62
2017-09-01,2018,A2118150105,90011191,26,82
2017-09-01,2018,A2118150105,90013117,24,12
2017-09-01,2018,A2118150105,90013118,18,23
2017-09-01,2018,A2118150105,90013119,12,14
2017-09-01,2018,A2118150105,90013121,25,15
2017-09-01,2018,A2118150105,90013122,7,13
2017-09-01,2018,A2118150105,90013123,22,10
2017-09-01,2018,A2118150105,90016171,4,8
2017-09-01,2018,A2118150105,90016173,11,2
2017-09-01,2018,A2118150105,90016174,7,12
2017-09-01,2018,A2118150105,90016175,6,7
2017-09-01,2018,A2118150105,90022071,45,89
2017-09-01,2018,A2118150105,90022073,155,43
2017-09-01,2018,A2118150105,90022074,367,85
2017-09-01,2018,A2118150105,90022075,212,141
2017-09-01,2018,A2118150105,90022077,118,38
2017-09-01,2018,A2118150105,90022078,204,192
2017-09-01,2018,A2118150105,90022079,202,210
2017-09-01,2018,A2118150105,90022081,381,342
2017-09-01,2018,A2118150105,90022082,85,189
2017-09-01,2018,A2118150105,90022083,143,198
2017-09-01,2018,A2118150105,90023022,18,13
2017-09-01,2018,A2118150105,90023023,29,77
2017-09-01,2018,A2118150105,90023025,9,9
2017-09-01,2018,A2118150105,90023026,19,6
2017-09-01,2018,A2118150105,90023027,7,37
2017-09-01,2018,A2118150105,90023029,25,7
2017-09-01,2018,A2118150105,90023030,17,16
2017-09-01,2018,A2118150105,90027207,26,100
2017-09-01,2018,A2118150106,70002017,540,376
2017-09-01,2018,A2118150106,70002018,94,334
2017-09-01,2018,A2118150106,70003181,173,31
2017-09-01,2018,A2118150106,70003182,177,101
2017-09-01,2018,A2118150106,70006157,20,54
2017-09-01,2018,A2118150106,70006158,54,66
2017-09-01,2018,A2118150106,70007198,175,167
2017-09-01,2018,A2118150106,70007199,200,192
2017-09-01,2018,A2118150106,70008169,139,318
2017-09-01,2018,A2118150106,70008170,53,85
2017-09-01,2018,A2118150106,70011193,26,78
2017-09-01,2018,A2118150106,70011194,20,105
2017-09-01,2018,A2118150106,70013125,19,24
2017-09-01,2018,A2118150106,70013126,26,14
2017-09-01,2018,A2118150106,70016177,9,8
2017-09-01,2018,A2118150106,70016178,2,8
2017-09-01,2018,A2118150106,70022085,50,50
2017-09-01,2018,A2118150106,70023031,34,22
2017-09-01,2018,A2118150106,80001019,21,65
2017-09-01,2018,A2118150106,80006154,107,51
2017-09-01,2018,A2118150106,80006155,322,98
2017-09-01,2018,A2118150106,80007195,1071,532
2017-09-01,2018,A2118150106,90001021,6,31
2017-09-01,2018,A2118150106,90002001,206,1067
2017-09-01,2018,A2118150106,90002002,372,991
2017-09-01,2018,A2118150106,90002003,444,887
2017-09-01,2018,A2118150106,90002005,250,409
2017-09-01,2018,A2118150106,90002006,179,685
2017-09-01,2018,A2118150106,90002007,144,776
2017-09-01,2018,A2118150106,90002009,767,696
2017-09-01,2018,A2118150106,90002010,486,387
2017-09-01,2018,A2118150106,90002011,194,190
2017-09-01,2018,A2118150106,90002013,230,613
2017-09-01,2018,A2118150106,90002014,311,120
2017-09-01,2018,A2118150106,90002015,592,958
2017-09-01,2018,A2118150106,90003179,68,145
2017-09-01,2018,A2118150106,90006153,28,42
2017-09-01,2018,A2118150106,90007197,284,49
2017-09-01,2018,A2118150106,90008165,21,186
2017-09-01,2018,A2118150106,90008166,23,273
2017-09-01,2018,A2118150106,90008167,106,169
2017-09-01,2018,A2118150106,90011185,15,60
2017-09-01,2018,A2118150106,90011186,86,68
2017-09-01,2018,A2118150106,90011187,39,80
2017-09-01,2018,A2118150106,90011189,91,90
2017-09-01,2018,A2118150106,90011190,23,54
2017-09-01,2018,A2118150106,90011191,62,52
